"The account sign-in was incorrect or your account is disabled temporarily. Please wait and try again later.","Logowanie do konta było nieprawidłowe lub Twoje konto jest tymczasowo wyłączone. Poczekaj i spróbuj ponownie później."
"Incorrect CAPTCHA","Nieprawidłowy kod CAPTCHA"
"If there is an account associated with nikhil.s@ontapgroup.com you will receive an email with a link to reset your password.","Jeśli istnieje konto powiązane z adresem nikhil.s@ontapgroup.com, otrzymasz wiadomość e-mail z linkiem do zresetowania hasła."
"We have received too many requests to reset the password. Please wait and try again later or contact hello@example.com.","Otrzymaliśmy zbyt wiele żądań zresetowania hasła. Poczekaj i spróbuj ponownie później lub skontaktuj się pod adresem hello@example.com."
"Minimum length of this field must be equal or greater than 8 symbols. Leading and trailing spaces will be ignored.","To pole musi zawierać co najmniej 8 symboli. Spacje otwierające i zamykające będą ignorowane."
"Please enter the same value again.","Ponownie wprowadź tę samą wartość."
"Thank you for registering with Wowcher.","Dziękujemy za rejestrację w Wowcher."
"Are you sure you would like to remove this item from the shopping cart?","Czy na pewno chcesz usunąć ten artykuł z koszyka?"
"Please, enter valid Credit Card Number","Wprowadź prawidłowy numer karty kredytowej"
"Please, enter valid Expiration Date","Wprowadź prawidłową datę ważności"
"Please, enter valid Card Verification Number","Wprowadź prawidłowy kod weryfikacyjny karty"
"Please specify the quantity of product(s).","Podaj liczbę produktów."
"Deals Refresh In:","Okazje odświeżają się za:"
"Continue","kontyntynuj"
"More Options","WIĘCEJ OPCJI"
"More categories","Więcej kategorii"
"Request Reset Password Link","Poproś o link do resetowania hasła"
"Already registered?","Już zarejestrowany?"
"Login here","Zaloguj się tutaj"
"Register","Zarejestrować"
"Forgot Password","Zapomniałeś hasła"
"Adding...","Dodawanie..."
"Time remaining:","Pozostały czas:"
"14 day no quibble refund","Gwarancja satysfakcji lub zwrot pięniedzy w ciągu 14 dni"
"Over 2 million deals delivered each year","Ponad 2 miliony ofert dostarczanych każdego roku"
"Show all subcategories","Pokaż wszystkie podkategorie"
"others have already bought this deal today!","inni już dziś kupili tę ofertę!"
"others have already bought this morning!","inni kupili już dziś rano!"
"others bought this deal in the last 24 hours!","inni kupili tę ofertę w ciągu ostatnich 24 godzin!"
"in %1","w %1"
"Highlights","Warto wiedzieć"
"The Fine Print","Szczegóły"
